flag,stream_link,abstract,category,metar,description
kmsp3_app_n_low,http://d.liveatc.net/kmsp3_app_n_low,KMSP Approach (North Low),US-Class-B,,
kmsp3_app_ne,http://d.liveatc.net/kmsp3_app_ne,KMSP Approach (North/East),US-Class-B,,
kmsp3_app_sw,http://d.liveatc.net/kmsp3_app_sw,KMSP Approach (South/West),US-Class-B,,
kmsp4_atis_arr,http://d.liveatc.net/kmsp4_atis_arr,KMSP ATIS (Arrival),US-Class-B,,
kmsp3_atis_dep,http://d.liveatc.net/kmsp3_atis_dep,KMSP ATIS (Departure),US-Class-B,,
kmsp4_del,http://d.liveatc.net/kmsp4_del,KMSP Clearance Delivery,US-Class-B,,
kmsp3_dep_ne,http://d.liveatc.net/kmsp3_dep_ne,KMSP Departure (North/East),US-Class-B,,
kmsp4_dep_se,http://d.liveatc.net/kmsp4_dep_se,KMSP Departure (South/West),US-Class-B,,
kmsp3_guard,http://d.liveatc.net/kmsp3_guard,KMSP Emergency/Guard,US-Class-B,,
kmsp3_gnd_n,http://d.liveatc.net/kmsp3_gnd_n,KMSP Ground (North),US-Class-B,,
kmsp3_gnd_s,http://d.liveatc.net/kmsp3_gnd_s,KMSP Ground (South),US-Class-B,,
kmsp3_gnd_w,http://d.liveatc.net/kmsp3_gnd_w,KMSP Ground (West),US-Class-B,,
kmsp4_meter,http://d.liveatc.net/kmsp4_meter,KMSP Metering,US-Class-B,,
kmsp3_twr_12l,http://d.liveatc.net/kmsp3_twr_12l,KMSP Tower (Rwy 12L/30R),US-Class-B,,
kmsp3_twr_1735,http://d.liveatc.net/kmsp3_twr_1735,KMSP Tower (Rwy 17/35),US-Class-B,,
kmsp3_twr_12r,http://d.liveatc.net/kmsp3_twr_12r,"KMSP Tower (Rwys 12R/30L,4/22)",US-Class-B,,
kmsy2,http://d.liveatc.net/kmsy2,KMSY Del/Gnd/Twr/App,US-Class-B,,
kolm1_app,http://d.liveatc.net/kolm1_app,Seattle App/Dep,US-Class-B,,
kord5,http://d.liveatc.net/kord5,KORD App (10R/28C),US-Class-B,,
kord12,http://d.liveatc.net/kord12,KORD App (27L/09R/10C),US-Class-B,,
kord6,http://d.liveatc.net/kord6,KORD App (27R/9L),US-Class-B,,
kord1n1_app_132175,http://d.liveatc.net/kord1n1_app_132175,KORD App (28C),US-Class-B,,
kord13,http://d.liveatc.net/kord13,KORD ATIS,US-Class-B,,
kord9,http://d.liveatc.net/kord9,KORD Clearance/Metering,US-Class-B,,
kord2n_dep_125000,http://d.liveatc.net/kord2n_dep_125000,KORD Dep (125.0),US-Class-B,,
kord1n1_dep_125400,http://d.liveatc.net/kord1n1_dep_125400,KORD Dep (125.4),US-Class-B,,
kord8,http://d.liveatc.net/kord8,KORD Departure,US-Class-B,,
kord1,http://d.liveatc.net/kord1,KORD Ground,US-Class-B,,
kord2n_gnd_in,http://d.liveatc.net/kord2n_gnd_in,KORD Ground (Inbound),US-Class-B,,
kord2n_gnd_out,http://d.liveatc.net/kord2n_gnd_out,KORD Ground (Outbound),US-Class-B,,
kord7,http://d.liveatc.net/kord7,KORD Tower,US-Class-B,,
kord2,http://d.liveatc.net/kord2,KORD Tower (Center),US-Class-B,,
kord4,http://d.liveatc.net/kord4,KORD Tower (North),US-Class-B,,
kord3,http://d.liveatc.net/kord3,KORD Tower (South),US-Class-B,,
korl_app_119400,http://d.liveatc.net/korl_app_119400,KMCO App/Dep (Disney Sector),US-Class-B,,
korl_app_dep,http://d.liveatc.net/korl_app_dep,KMCO App/Dep (Disney/OVIDO Sectors) #1,US-Class-B,,
korl_app_dis_ovi,http://d.liveatc.net/korl_app_dis_ovi,KMCO App/Dep (Disney/OVIDO Sectors) #2,US-Class-B,,
korl_kmco_app_135300,http://d.liveatc.net/korl_kmco_app_135300,KMCO App/Dep (North Satellite),US-Class-B,,
korl_app_119775,http://d.liveatc.net/korl_app_119775,KMCO App/Dep (OVIDO Sector),US-Class-B,,
klzu4_app,http://d.liveatc.net/klzu4_app,Atlanta App/Dep (SAT-P),US-Class-B,,
kphl_final,http://d.liveatc.net/kphl_final,KPHL App (Final),US-Class-B,,
kphl_n_arr,http://d.liveatc.net/kphl_n_arr,KPHL App (N. Arrival),US-Class-B,,
kphl_app,http://d.liveatc.net/kphl_app,KPHL App (N/S Arrival),US-Class-B,,
kphl_s_arr,http://d.liveatc.net/kphl_s_arr,KPHL App (S. Arrival),US-Class-B,,
kphl_del,http://d.liveatc.net/kphl_del,KPHL Clearance,US-Class-B,,
kphl_n_dep,http://d.liveatc.net/kphl_n_dep,KPHL Dep (N. Departure),US-Class-B,,
kphl_dep,http://d.liveatc.net/kphl_dep,KPHL Dep (N/S Dep),US-Class-B,,
kphl_s_dep,http://d.liveatc.net/kphl_s_dep,KPHL Dep (S. Departure),US-Class-B,,
kphl_gnd_ramp,http://d.liveatc.net/kphl_gnd_ramp,KPHL Ground/Ramp Control,US-Class-B,,
kphl_twr,http://d.liveatc.net/kphl_twr,KPHL Tower,US-Class-B,,
kphl_twr1,http://d.liveatc.net/kphl_twr1,KPHL Tower (East),US-Class-B,,
kphl_twr2,http://d.liveatc.net/kphl_twr2,KPHL Tower (West),US-Class-B,,
kphx_app_s,http://d.liveatc.net/kphx_app_s,KPHX Approach (N/S)/S Final,US-Class-B,,
kphx_app_nf,http://d.liveatc.net/kphx_app_nf,KPHX Approach (North Final),US-Class-B,,
kphx_app_sat,http://d.liveatc.net/kphx_app_sat,KPHX Approach (SDL/Tempe/West),US-Class-B,,
kphx_dep,http://d.liveatc.net/kphx_dep,KPHX Departure,US-Class-B,,
kphx_gnd_n1,http://d.liveatc.net/kphx_gnd_n1,KPHX Ground (North/Pri),US-Class-B,,
kphx_gnd_n2,http://d.liveatc.net/kphx_gnd_n2,KPHX Ground (North/Sec),US-Class-B,,
kphx_gnd_s,http://d.liveatc.net/kphx_gnd_s,KPHX Ground (South),US-Class-B,,
kphx_twr_n,http://d.liveatc.net/kphx_twr_n,KPHX Tower (North),US-Class-B,,
kphx_twr_s,http://d.liveatc.net/kphx_twr_s,KPHX Tower (South),US-Class-B,,
kpit1_app,http://d.liveatc.net/kpit1_app,KPIT App/Dep #1,US-Class-B,,
kpit2_atis,http://d.liveatc.net/kpit2_atis,KPIT ATIS,US-Class-B,,
kpit1_del_gnd,http://d.liveatc.net/kpit1_del_gnd,KPIT Del/Gnd/Ramp #1,US-Class-B,,
kpit2_del_gnd,http://d.liveatc.net/kpit2_del_gnd,KPIT Del/Gnd/Ramp #2,US-Class-B,,
kpit1_twr,http://d.liveatc.net/kpit1_twr,KPIT Tower #1,US-Class-B,,
kpit2_twr,http://d.liveatc.net/kpit2_twr,KPIT Tower #2,US-Class-B,,
kptk1_app,http://d.liveatc.net/kptk1_app,KPTK App/Dep,US-Class-B,,
kugn_app,http://d.liveatc.net/kugn_app,Chicago Approach (North),US-Class-B,,
kryy1_atlapp_121000,http://d.liveatc.net/kryy1_atlapp_121000,Atlanta Approach (N. Sat),US-Class-B,,
ksan1_del,http://d.liveatc.net/ksan1_del,KSAN Clearance Delivery,US-Class-B,,
ksan1_gnd,http://d.liveatc.net/ksan1_gnd,KSAN Ground #1,US-Class-B,,
ksan1_ramp,http://d.liveatc.net/ksan1_ramp,KSAN Ramp,US-Class-B,,
ksan1_all,http://d.liveatc.net/ksan1_all,KSAN Ramp/Del/Gnd/Twr,US-Class-B,,
ksan_app_east,http://d.liveatc.net/ksan_app_east,KSAN SOCAL App/Dep (East),US-Class-B,,
ksan_app_nw,http://d.liveatc.net/ksan_app_nw,KSAN SOCAL App/Dep (NW),US-Class-B,,
ksan_app_west,http://d.liveatc.net/ksan_app_west,KSAN SOCAL App/Dep (West),US-Class-B,,
ksan_dep_125150,http://d.liveatc.net/ksan_dep_125150,KSAN SOCAL Dep (South Bay),US-Class-B,,
ksan1_twr,http://d.liveatc.net/ksan1_twr,KSAN Tower #1,US-Class-B,,
ksan2,http://d.liveatc.net/ksan2,KSAN Tower #2,US-Class-B,,
ksck,http://d.liveatc.net/ksck,KSCK Gnd/Tower/NORCAL App,US-Class-B,,
ksea2_air,http://d.liveatc.net/ksea2_air,KSEA Air-to-Air,US-Class-B,,
ksea2_app_arr,http://d.liveatc.net/ksea2_app_arr,KSEA App/Arrivals,US-Class-B,,
ksea2_app_chins,http://d.liveatc.net/ksea2_app_chins,KSEA App/CHINS STAR,US-Class-B,,
ksea2_app_nw,http://d.liveatc.net/ksea2_app_nw,KSEA Approach (NW),US-Class-B,,
ksea2_app_kpae,http://d.liveatc.net/ksea2_app_kpae,KSEA Approach (PAE),US-Class-B,,
ksea2_app_s,http://d.liveatc.net/ksea2_app_s,KSEA Approach (South),US-Class-B,,
ksea2_app_parallel,http://d.liveatc.net/ksea2_app_parallel,KSEA Approach (TBD),US-Class-B,,
ksea2_app_w,http://d.liveatc.net/ksea2_app_w,KSEA Approach (West),US-Class-B,,
ksea2_app_w_arr,http://d.liveatc.net/ksea2_app_w_arr,KSEA Approach (West/Arrival),US-Class-B,,
ksea2_atis,http://d.liveatc.net/ksea2_atis,KSEA ATIS,US-Class-B,,
ksea2_fss_1222,http://d.liveatc.net/ksea2_fss_1222,KSEA FSS (122.2),US-Class-B,,
ksea2_fss_1225,http://d.liveatc.net/ksea2_fss_1225,KSEA FSS (122.5),US-Class-B,,
ksea2_gnd,http://d.liveatc.net/ksea2_gnd,KSEA Ground,US-Class-B,,
ksea2_guard,http://d.liveatc.net/ksea2_guard,KSEA Guard,US-Class-B,,
ksea2_ramp_hold,http://d.liveatc.net/ksea2_ramp_hold,KSEA Ramp (Hold),US-Class-B,,
ksea2_ramp_n,http://d.liveatc.net/ksea2_ramp_n,KSEA Ramp (North),US-Class-B,,
ksea2_ramp_s,http://d.liveatc.net/ksea2_ramp_s,KSEA Ramp (South),US-Class-B,,
kbfi_ksea_twr1,http://d.liveatc.net/kbfi_ksea_twr1,"KSEA Tower (16L/34R,16C/34C) #1",US-Class-B,,
ksea2_twr_e,http://d.liveatc.net/ksea2_twr_e,"KSEA Tower (16L/34R,16C/34C) #2",US-Class-B,,
kbfi_ksea_twr2,http://d.liveatc.net/kbfi_ksea_twr2,KSEA Tower (16R/34L) #1,US-Class-B,,
ksea2_twr_w,http://d.liveatc.net/ksea2_twr_w,KSEA Tower (16R/34L) #2,US-Class-B,,
korl_kmco_app_135300,http://d.liveatc.net/korl_kmco_app_135300,KMCO App/Dep (North Satellite),US-Class-B,,
ksfo_co,http://d.liveatc.net/ksfo_co,KSFO Company Channels,US-Class-B,,
ksfo_atis,http://d.liveatc.net/ksfo_atis,KSFO D-ATIS,US-Class-B,,
ksfo_gnd2,http://d.liveatc.net/ksfo_gnd2,KSFO Del/Gnd (Alt)/Twr (Alt),US-Class-B,,
ksfo_dep1,http://d.liveatc.net/ksfo_dep1,KSFO Dep 120.9/127.0,US-Class-B,,
ksfo_dep2,http://d.liveatc.net/ksfo_dep2,KSFO Dep 135.1,US-Class-B,,
ksfo_gnd,http://d.liveatc.net/ksfo_gnd,KSFO Ground,US-Class-B,,
ksfo_gnd_twr,http://d.liveatc.net/ksfo_gnd_twr,KSFO Ground/Tower,US-Class-B,,
ksfo_app2_l,http://d.liveatc.net/ksfo_app2_l,KSFO NORCAL App 28L/R,US-Class-B,,
ksfo_app2,http://d.liveatc.net/ksfo_app2,KSFO NORCAL App 28L/R + BSR/MOD STARs,US-Class-B,,
ksfo_app2_r,http://d.liveatc.net/ksfo_app2_r,KSFO NORCAL BSR2/MOD2 Arrivals,US-Class-B,,
ksfo_ramp,http://d.liveatc.net/ksfo_ramp,KSFO Ramp,US-Class-B,,
ksfo_twr,http://d.liveatc.net/ksfo_twr,KSFO Tower,US-Class-B,,
ksfo_twr2,http://d.liveatc.net/ksfo_twr2,KSFO Tower/Ground,US-Class-B,,
kslc_app,http://d.liveatc.net/kslc_app,KSLC Approach/Departure,US-Class-B,,
kslc_vfr,http://d.liveatc.net/kslc_vfr,KSLC Tower Rwy 34L/16R ,US-Class-B,,
ksmo2_app_124500,http://d.liveatc.net/ksmo2_app_124500,SOCAL App (Zuma Sector),US-Class-B,,
ksmo2_dep_125200,http://d.liveatc.net/ksmo2_dep_125200,SOCAL Dep (Malibu Sector),US-Class-B,,
ksmo2_dep_124300,http://d.liveatc.net/ksmo2_dep_124300,SOCAL Dep (Manhattan Sector),US-Class-B,,
kstl_app,http://d.liveatc.net/kstl_app,KSTL Approach,US-Class-B,,
kstl2,http://d.liveatc.net/kstl2,KSTL Del/Gnd/Twr,US-Class-B,,
ny_app_catskills,http://d.liveatc.net/ny_app_catskills,NY Approach (Liberty/Catskills),US-Class-B,,
ktpa3_app_118500,http://d.liveatc.net/ktpa3_app_118500,KTPA App/Dep 118.5,US-Class-B,,
ktpa3_dep_118800,http://d.liveatc.net/ktpa3_dep_118800,KTPA App/Dep 118.8,US-Class-B,,
ktpa3_gnd,http://d.liveatc.net/ktpa3_gnd,KTPA Ground,US-Class-B,,
ktpa3_twr,http://d.liveatc.net/ktpa3_twr,KTPA Tower,US-Class-B,,
kugn_app,http://d.liveatc.net/kugn_app,Chicago Approach (North),US-Class-B,,
kwhp1_app,http://d.liveatc.net/kwhp1_app,KWHP/KVNY/KBUR App/Dep,US-Class-B,,
kwhp1_app,http://d.liveatc.net/kwhp1_app,KWHP/KVNY/KBUR App/Dep,US-Class-B,,
kvny_app,http://d.liveatc.net/kvny_app,L70 CTAF/Misc,US-Class-B,,
hnl1_atis,http://d.liveatc.net/hnl1_atis,PHNL ATIS,US-Class-B,,
hnl1_del,http://d.liveatc.net/hnl1_del,PHNL Clearance Delivery,US-Class-B,,
hnl1_dgr,http://d.liveatc.net/hnl1_dgr,PHNL Del/Gnd/Ramp,US-Class-B,,
hnl1_guard,http://d.liveatc.net/hnl1_guard,PHNL Emergency/Guard,US-Class-B,,
hnl1_gnd,http://d.liveatc.net/hnl1_gnd,PHNL Ground,US-Class-B,,
hnl1_app,http://d.liveatc.net/hnl1_app,PHNL HCF App/Dep,US-Class-B,,
hnl1_app_119100,http://d.liveatc.net/hnl1_app_119100,PHNL HCF App/Dep (119.1),US-Class-B,,
hnl1_app_e,http://d.liveatc.net/hnl1_app_e,PHNL HCF App/Dep (East),US-Class-B,,
hnl1_app_w,http://d.liveatc.net/hnl1_app_w,PHNL HCF App/Dep (West),US-Class-B,,
hnl1_ramp,http://d.liveatc.net/hnl1_ramp,PHNL Ramp Advisory,US-Class-B,,
hnl1_twr,http://d.liveatc.net/hnl1_twr,PHNL Tower (Both),US-Class-B,,
hnl1_twr_pri,http://d.liveatc.net/hnl1_twr_pri,PHNL Tower (Primary),US-Class-B,,
hnl1_twr_08r26l,http://d.liveatc.net/hnl1_twr_08r26l,PHNL Tower (Rwy 08R/26L),US-Class-B,,
kabq2_3,http://d.liveatc.net/kabq2_3,KABQ App/Dep (Main),US-Class-C,,
kabq2_4,http://d.liveatc.net/kabq2_4,KABQ App/Dep (Other),US-Class-C,,
kabq2_1,http://d.liveatc.net/kabq2_1,KABQ Del/Gnd,US-Class-C,,
kabq2_2,http://d.liveatc.net/kabq2_2,KABQ Tower,US-Class-C,,
kabq2_twr2,http://d.liveatc.net/kabq2_twr2,KABQ Tower #2,US-Class-C,,
kabq1_1,http://d.liveatc.net/kabq1_1,KABQ Twr/App/ZAB,US-Class-C,,
kacy_a_app,http://d.liveatc.net/kacy_a_app,KACY App/Dep,US-Class-C,,
kacy_a_atis,http://d.liveatc.net/kacy_a_atis,KACY ATIS,US-Class-C,,
kacy_a_del,http://d.liveatc.net/kacy_a_del,KACY Clearance Delivery,US-Class-C,,
kacy_gk,http://d.liveatc.net/kacy_gk,KACY GIANT KILLER,US-Class-C,,
kacy_a_gnd,http://d.liveatc.net/kacy_a_gnd,KACY Ground,US-Class-C,,
kacy_a_twr,http://d.liveatc.net/kacy_a_twr,KACY Tower,US-Class-C,,
kalb1_app,http://d.liveatc.net/kalb1_app,KALB Approach/Departure,US-Class-C,,
kalb1_atis,http://d.liveatc.net/kalb1_atis,KALB ATIS,US-Class-C,,
kalb1_gnd,http://d.liveatc.net/kalb1_gnd,KALB Ground,US-Class-C,,
kalb1_gnd_twr,http://d.liveatc.net/kalb1_gnd_twr,KALB Ground/Tower,US-Class-C,,
kalb1_twr,http://d.liveatc.net/kalb1_twr,KALB Tower,US-Class-C,,
kaug_app,http://d.liveatc.net/kaug_app,KAUG App/Center,US-Class-C,,
kaus1_app,http://d.liveatc.net/kaus1_app,KAUS App/Dep #2,US-Class-C,,
kaus3_app_dep,http://d.liveatc.net/kaus3_app_dep,KAUS App/Dep #3,US-Class-C,,
kaus3_app_e,http://d.liveatc.net/kaus3_app_e,KAUS App/Dep (East) #1,US-Class-C,,
kaus1_app_e,http://d.liveatc.net/kaus1_app_e,KAUS App/Dep (East) #2,US-Class-C,,
kaus3_app_se,http://d.liveatc.net/kaus3_app_se,KAUS App/Dep (SE),US-Class-C,,
kaus3_app_s,http://d.liveatc.net/kaus3_app_s,KAUS App/Dep (South) #1,US-Class-C,,
kaus1_app_s,http://d.liveatc.net/kaus1_app_s,KAUS App/Dep (South) #2,US-Class-C,,
kaus3_app_w,http://d.liveatc.net/kaus3_app_w,KAUS App/Dep (West) #1,US-Class-C,,
kaus1_app_w,http://d.liveatc.net/kaus1_app_w,KAUS App/Dep (West) #2,US-Class-C,,
kaus1_app_final,http://d.liveatc.net/kaus1_app_final,KAUS Approach (Final) #2,US-Class-C,,
kaus3_atis,http://d.liveatc.net/kaus3_atis,KAUS ATIS,US-Class-C,,
kaus3_del,http://d.liveatc.net/kaus3_del,KAUS Clearance Delivery #1,US-Class-C,,
kaus1_del,http://d.liveatc.net/kaus1_del,KAUS Clearance Delivery #2,US-Class-C,,
kaus3_gnd,http://d.liveatc.net/kaus3_gnd,KAUS Ground #1,US-Class-C,,
kaus1_gnd,http://d.liveatc.net/kaus1_gnd,KAUS Ground #2,US-Class-C,,
kaus1_gnd1,http://d.liveatc.net/kaus1_gnd1,KAUS Ground (Primary) #2,US-Class-C,,
kaus1_gnd2,http://d.liveatc.net/kaus1_gnd2,KAUS Ground (Secondary) #2,US-Class-C,,
kaus3_twr,http://d.liveatc.net/kaus3_twr,KAUS Tower #1,US-Class-C,,
kaus1_twr,http://d.liveatc.net/kaus1_twr,KAUS Tower #2,US-Class-C,,
kaus1_twr1,http://d.liveatc.net/kaus1_twr1,KAUS Tower (Main) #2,US-Class-C,,
kaus1_twr2,http://d.liveatc.net/kaus1_twr2,KAUS Tower (Secondary) #2,US-Class-C,,
kavl2,http://d.liveatc.net/kavl2,KAVL Gnd/Twr/App,US-Class-C,,
kbtl,http://d.liveatc.net/kbtl,KBTL/KAZO Gnd/Twr/App,US-Class-C,,
kbdl2_app,http://d.liveatc.net/kbdl2_app,KBDL Approach/ANG,US-Class-C,,
kbdl2_atis,http://d.liveatc.net/kbdl2_atis,KBDL ATIS,US-Class-C,,
kbdl2_del_gnd,http://d.liveatc.net/kbdl2_del_gnd,KBDL Del/Gnd,US-Class-C,,
kbdl2_twr,http://d.liveatc.net/kbdl2_twr,KBDL Tower,US-Class-C,,
kbdl2_twr_app,http://d.liveatc.net/kbdl2_twr_app,KBDL Twr/App,US-Class-C,,
kbfm_atis,http://d.liveatc.net/kbfm_atis,KBFM ATIS,US-Class-C,,
kbgr_app,http://d.liveatc.net/kbgr_app,KBGR App/Dep,US-Class-C,,
kbgr_atis,http://d.liveatc.net/kbgr_atis,KBGR ATIS,US-Class-C,,
kbgr,http://d.liveatc.net/kbgr,KBGR Del/Gnd/Twr,US-Class-C,,
kbhm,http://d.liveatc.net/kbhm,KBHM Gnd/Twr/App,US-Class-C,,
kbil_app_w,http://d.liveatc.net/kbil_app_w,KBIL Approach (West),US-Class-C,,
kbil_gnd,http://d.liveatc.net/kbil_gnd,KBIL Ground,US-Class-C,,
kbil_twr,http://d.liveatc.net/kbil_twr,KBIL Tower,US-Class-C,,
kbna_app,http://d.liveatc.net/kbna_app,KBNA App/Dep,US-Class-C,,
kbna_app_east,http://d.liveatc.net/kbna_app_east,KBNA App/Dep (East),US-Class-C,,
kbna3_2,http://d.liveatc.net/kbna3_2,KBNA Gnd/Twr,US-Class-C,,
kboi_gnd,http://d.liveatc.net/kboi_gnd,KBOI Del/Gnd,US-Class-C,,
kboi,http://d.liveatc.net/kboi,KBOI Twr/App,US-Class-C,,
kbtl,http://d.liveatc.net/kbtl,KBTL/KAZO Gnd/Twr/App,US-Class-C,,
kbtr,http://d.liveatc.net/kbtr,KBTR/KHZR/L38 Del/Gnd/Twr/App/CTAF,US-Class-C,,
kbtv_app,http://d.liveatc.net/kbtv_app,KBTV App/Dep,US-Class-C,,
kbtv_atis,http://d.liveatc.net/kbtv_atis,KBTV ATIS,US-Class-C,,
kbtv_del_gnd_twr,http://d.liveatc.net/kbtv_del_gnd_twr,KBTV Del/Gnd/Twr,US-Class-C,,
kbtv,http://d.liveatc.net/kbtv,KBTV Del/Gnd/Twr/App,US-Class-C,,
kbtv_twr_app,http://d.liveatc.net/kbtv_twr_app,KBTV Twr/App,US-Class-C,,
kbuf_app,http://d.liveatc.net/kbuf_app,KBUF Twr/App/Dep,US-Class-C,,
kbur3,http://d.liveatc.net/kbur3,KBUR Gnd/Twr/App,US-Class-C,,
kcae,http://d.liveatc.net/kcae,KCAE Gnd/Twr/App,US-Class-C,,
kcak_app,http://d.liveatc.net/kcak_app,KCAK App/Dep,US-Class-C,,
kcak_atis,http://d.liveatc.net/kcak_atis,KCAK ATIS,US-Class-C,,
kcak_del_gnd_twr,http://d.liveatc.net/kcak_del_gnd_twr,KCAK Del/Gnd/Twr,US-Class-C,,
kcak,http://d.liveatc.net/kcak,KCAK Del/Gnd/Twr/App,US-Class-C,,
kcha,http://d.liveatc.net/kcha,KCHA Twr/App,US-Class-C,,
kchs,http://d.liveatc.net/kchs,KCHS Gnd/Twr/App,US-Class-C,,
kcid2,http://d.liveatc.net/kcid2,KCID Del/Gnd/Twr/App,US-Class-C,,
kcid,http://d.liveatc.net/kcid,KCID Gnd/Twr/App/KIOW,US-Class-C,,
kcmh1_app,http://d.liveatc.net/kcmh1_app,KCMH App/Dep,US-Class-C,,
kcmh1_del_gnd,http://d.liveatc.net/kcmh1_del_gnd,KCMH Del/Gnd,US-Class-C,,
kcmh1_twr,http://d.liveatc.net/kcmh1_twr,KCMH Tower,US-Class-C,,
kcos3,http://d.liveatc.net/kcos3,KCOS Gnd/Twr/App/Dep,US-Class-C,,
kcrp1,http://d.liveatc.net/kcrp1,KCRP App/Dep,US-Class-C,,
kcrp1_gnd_twr,http://d.liveatc.net/kcrp1_gnd_twr,KCRP Del/Gnd/Twr,US-Class-C,,
kcrw,http://d.liveatc.net/kcrw,KCRW Tower/Approach,US-Class-C,,
kdab_app_dep,http://d.liveatc.net/kdab_app_dep,KDAB App/Dep,US-Class-C,,
kdab_app_all,http://d.liveatc.net/kdab_app_all,KDAB App/Dep (All),US-Class-C,,
kdab_app_nl,http://d.liveatc.net/kdab_app_nl,KDAB Approach (North/Low),US-Class-C,,
kdab_atis2,http://d.liveatc.net/kdab_atis2,KDAB ATIS,US-Class-C,,
kdab_del_gnd,http://d.liveatc.net/kdab_del_gnd,KDAB Clearance/Ground,US-Class-C,,
kdab_tmp,http://d.liveatc.net/kdab_tmp,KDAB Ground/Tower,US-Class-C,,
kdab_twr_pri,http://d.liveatc.net/kdab_twr_pri,KDAB Tower (120.7),US-Class-C,,
kdab_twr,http://d.liveatc.net/kdab_twr,KDAB Tower (Both),US-Class-C,,
kday,http://d.liveatc.net/kday,KDAY Del/Gnd/Twr/App,US-Class-C,,
ktus,http://d.liveatc.net/ktus,KDMA/KTUS Twr/Ops/ZAB,US-Class-C,,
ktus2,http://d.liveatc.net/ktus2,KTUS Del/Gnd/Twr/App/KDMA,US-Class-C,,
kelp1_app_n,http://d.liveatc.net/kelp1_app_n,KELP App/Dep (North),US-Class-C,,
kelp1_app_e,http://d.liveatc.net/kelp1_app_e,KELP Approach,US-Class-C,,
kelp1,http://d.liveatc.net/kelp1,KELP Gnd/Twr/App/Dep,US-Class-C,,
kelp1_gnd,http://d.liveatc.net/kelp1_gnd,KELP Ground,US-Class-C,,
kelp1_twr,http://d.liveatc.net/kelp1_twr,KELP Tower,US-Class-C,,
kfat2,http://d.liveatc.net/kfat2,KFAT App/Dep,US-Class-C,,
kfat_atis,http://d.liveatc.net/kfat_atis,KFAT ATIS,US-Class-C,,
kfat1,http://d.liveatc.net/kfat1,KFAT Del/Gnd/Twr,US-Class-C,,
kfat1_s,http://d.liveatc.net/kfat1_s,KFAT Del/Gnd/Twr/App,US-Class-C,,
kfll1_final,http://d.liveatc.net/kfll1_final,KFLL App (Final),US-Class-C,,
kfll1_atis,http://d.liveatc.net/kfll1_atis,KFLL ATIS,US-Class-C,,
kfll1_del,http://d.liveatc.net/kfll1_del,KFLL Clearance Delivery,US-Class-C,,
kmia3_fll_dep,http://d.liveatc.net/kmia3_fll_dep,KFLL Departure,US-Class-C,,
kfll1_gnd,http://d.liveatc.net/kfll1_gnd,KFLL Ground,US-Class-C,,
kfll1_gnd1,http://d.liveatc.net/kfll1_gnd1,KFLL Ground (Main),US-Class-C,,
kfll1_gnd2,http://d.liveatc.net/kfll1_gnd2,KFLL Ground (Secondary),US-Class-C,,
kfll1_ramp,http://d.liveatc.net/kfll1_ramp,KFLL Ramp,US-Class-C,,
kfll1_twr,http://d.liveatc.net/kfll1_twr,KFLL Tower,US-Class-C,,
kfll1_twr1,http://d.liveatc.net/kfll1_twr1,KFLL Tower (Main),US-Class-C,,
kfll1_twr2,http://d.liveatc.net/kfll1_twr2,KFLL Tower (Secondary),US-Class-C,,
kfwa1_app,http://d.liveatc.net/kfwa1_app,KFWA App/Dep,US-Class-C,,
kfwa1_atis,http://d.liveatc.net/kfwa1_atis,KFWA ATIS,US-Class-C,,
kfwa1_del_gnd,http://d.liveatc.net/kfwa1_del_gnd,KFWA Del/Ground,US-Class-C,,
kfwa1_guard,http://d.liveatc.net/kfwa1_guard,KFWA Emergency/Guard,US-Class-C,,
kfwa1_twr,http://d.liveatc.net/kfwa1_twr,KFWA Tower,US-Class-C,,
kgeg,http://d.liveatc.net/kgeg,KGEG Del/Gnd/Twr/App,US-Class-C,,
kgrb,http://d.liveatc.net/kgrb,KGRB Del/Gnd/Twr/App,US-Class-C,,
kgrr2_2_app,http://d.liveatc.net/kgrr2_2_app,KGRR App/Dep,US-Class-C,,
kgrr2_2_app_n,http://d.liveatc.net/kgrr2_2_app_n,KGRR App/Dep (North),US-Class-C,,
kgrr2_2_app_s,http://d.liveatc.net/kgrr2_2_app_s,KGRR App/Dep (South),US-Class-C,,
kgrr2_2_del,http://d.liveatc.net/kgrr2_2_del,KGRR Clearance Delivery,US-Class-C,,
kgrr2_2_del_gnd_twr,http://d.liveatc.net/kgrr2_2_del_gnd_twr,KGRR Del/Gnd/Twr,US-Class-C,,
kgrr2,http://d.liveatc.net/kgrr2,KGRR Del/Gnd/Twr/App,US-Class-C,,
kgrr2_2_guard,http://d.liveatc.net/kgrr2_2_guard,KGRR Emergency/Guard,US-Class-C,,
kgrr2_2_gnd_twr_app,http://d.liveatc.net/kgrr2_2_gnd_twr_app,KGRR Gnd/Twr/App,US-Class-C,,
kgrr2_2_gnd,http://d.liveatc.net/kgrr2_2_gnd,KGRR Ground,US-Class-C,,
kgrr2_2_twr,http://d.liveatc.net/kgrr2_2_twr,KGRR Tower,US-Class-C,,
kgso1_app,http://d.liveatc.net/kgso1_app,KGSO Approach/Departure,US-Class-C,,
kgso1_app_south,http://d.liveatc.net/kgso1_app_south,KGSO Approach/Departure (South),US-Class-C,,
kgso1_app_west,http://d.liveatc.net/kgso1_app_west,KGSO Approach/Departure (West),US-Class-C,,
